alignment_deviation,body_visibility,forward_head_posture,frame_idx,frame_name,head_tilt_angle,knee_angle,left_shoulder_elev,lower_body_visible,neck_flexion,right_shoulder_elev,shoulder_symmetry,source_video,stance_stability,task_label,timestamp_sec,trunk_flexion,upper_body_visible,weight_shift_offset,wrist_deviation_angle
11.65,2.0,14.65,2900,yt_05_002900.jpg,14.65,170.43,76.93,True,177.33,26.31,12.24,video_5,0.7,Neutral Standing,0.0,120.38,True,0.74,12.83
11.91,2.0,14.89,2950,yt_05_002950.jpg,14.89,171.04,82.22,True,169.34,26.56,14.11,video_5,0.7,Neutral Standing,0.0,121.48,True,1.3,18.07
9.85,2.0,56.65,3000,yt_05_003000.jpg,56.65,166.91,106.94,True,175.98,137.32,23.42,video_5,0.7,Neutral Standing,0.0,149.9,True,4.69,23.76
10.15,2.0,55.59,3050,yt_05_003050.jpg,55.59,160.31,130.49,True,169.6,131.75,24.15,video_5,0.7,Neutral Standing,0.0,172.35,True,11.06,30.41
9.94,2.0,56.22,3100,yt_05_003100.jpg,56.22,152.23,132.45,True,169.88,138.11,27.55,video_5,0.7,Neutral Standing,0.0,171.59,True,10.99,33.15
9.91,2.0,48.57,3150,yt_05_003150.jpg,48.57,137.81,129.47,True,175.17,130.64,21.8,video_5,0.7,Neutral Standing,0.0,171.7,True,10.92,31.01
9.88,2.0,55.72,3200,yt_05_003200.jpg,55.72,155.11,159.75,True,144.61,132.55,10.25,video_5,0.7,Neutral Standing,0.0,149.02,True,5.14,25.48
11.27,2.0,40.62,3250,yt_05_003250.jpg,40.62,62.71,133.66,True,162.27,130.67,15.1,video_5,0.7,Neutral Standing,0.0,160.9,True,5.46,35.36
11.15,2.0,52.62,3300,yt_05_003300.jpg,52.62,112.21,114.25,True,165.22,118.38,12.1,video_5,0.7,Neutral Standing,0.0,141.49,True,2.33,38.63
12.27,2.0,50.68,3350,yt_05_003350.jpg,50.68,133.14,108.81,True,151.17,93.99,19.35,video_5,0.7,Neutral Standing,0.0,132.24,True,0.4,66.37
11.66,2.0,49.79,3400,yt_05_003400.jpg,49.79,81.82,106.05,True,163.27,96.52,13.91,video_5,0.7,Neutral Standing,0.0,137.83,True,1.67,62.25
11.66,2.0,49.92,3450,yt_05_003450.jpg,49.92,132.93,92.01,True,160.19,100.04,15.45,video_5,0.7,Neutral Standing,0.0,138.37,True,2.06,55.81
10.28,2.0,67.92,3500,yt_05_003500.jpg,67.92,105.5,85.79,True,172.28,89.37,0.81,video_5,0.7,Neutral Standing,0.0,130.07,True,0.76,58.18
10.65,2.0,54.74,3600,yt_05_003600.jpg,54.74,122.23,74.91,True,178.18,103.32,9.05,video_5,0.7,Neutral Standing,0.0,145.27,True,3.63,50.88
11.35,2.0,57.41,3650,yt_05_003650.jpg,57.41,80.29,100.89,True,170.02,107.18,16.12,video_5,0.7,Neutral Standing,0.0,141.9,True,2.89,56.99
12.09,2.0,55.16,3700,yt_05_003700.jpg,55.16,111.58,113.32,True,163.03,79.0,22.79,video_5,0.7,Neutral Standing,0.0,135.34,True,1.0,58.98
12.07,2.0,61.21,3750,yt_05_003750.jpg,61.21,125.49,120.58,True,161.15,116.28,20.22,video_5,0.7,Neutral Standing,0.0,135.29,True,0.84,75.07
12.19,2.0,59.62,3800,yt_05_003800.jpg,59.62,139.91,119.16,True,161.67,89.27,24.11,video_5,0.7,Neutral Standing,0.0,136.54,True,1.29,62.79
12.35,2.0,60.57,3850,yt_05_003850.jpg,60.57,127.54,105.08,True,164.43,105.51,21.48,video_5,0.7,Neutral Standing,0.0,136.73,True,1.48,69.51
11.91,2.0,51.3,3900,yt_05_003900.jpg,51.3,122.09,103.4,True,163.52,98.98,6.74,video_5,0.7,Neutral Standing,0.0,140.26,True,2.35,59.13
5.15,2.0,23.94,177,yt_06_000177.jpg,23.94,157.37,87.74,True,73.78,162.41,23.05,video_6,0.7,Neutral Standing,0.0,161.98,True,4.4,8.77
15.71,2.0,39.65,354,yt_06_000354.jpg,39.65,63.85,17.53,True,89.6,148.92,12.79,video_6,0.7,Neutral Standing,0.0,156.64,True,6.79,93.14
5.78,2.0,2.2,472,yt_06_000472.jpg,2.2,48.81,53.11,True,5.41,5.68,9.83,video_6,0.7,Neutral Standing,0.0,2.46,True,4.02,9.75
23.77,2.0,66.89,649,yt_06_000649.jpg,66.89,170.21,112.26,True,113.44,137.34,159.57,video_6,0.7,Neutral Standing,0.0,159.16,True,33.09,53.21
12.89,2.0,56.43,708,yt_06_000708.jpg,56.43,83.88,126.13,True,94.07,134.42,8.01,video_6,0.7,Neutral Standing,0.0,177.97,True,3.09,50.53
12.5,2.0,58.61,767,yt_06_000767.jpg,58.61,99.76,118.37,True,98.68,124.26,7.98,video_6,0.7,Neutral Standing,0.0,178.2,True,3.99,49.23
17.14,2.0,55.05,826,yt_06_000826.jpg,55.05,168.73,133.01,True,61.02,136.6,32.58,video_6,0.7,Neutral Standing,0.0,145.84,True,3.01,67.74
14.62,2.0,78.73,885,yt_06_000885.jpg,78.73,165.91,123.38,True,67.55,117.21,24.43,video_6,0.7,Neutral Standing,0.0,133.08,True,1.86,82.44
13.0,2.0,1.48,944,yt_06_000944.jpg,1.48,80.42,168.36,True,129.71,154.44,0.97,video_6,0.7,Neutral Standing,0.0,150.6,True,0.98,3.94
11.14,2.0,11.16,1062,yt_06_001062.jpg,11.16,99.69,11.7,True,132.41,5.78,34.31,video_6,0.7,Neutral Standing,0.0,89.11,True,6.92,28.59
15.63,2.0,4.25,1121,yt_06_001121.jpg,4.25,158.55,115.48,True,151.83,93.9,12.62,video_6,0.7,Neutral Standing,0.0,114.19,True,2.59,35.64
12.3,2.0,56.11,1239,yt_06_001239.jpg,56.11,166.74,175.07,True,97.32,177.2,5.75,video_6,0.7,Neutral Standing,0.0,177.32,True,2.82,33.57
12.27,2.0,54.81,1298,yt_06_001298.jpg,54.81,163.48,175.65,True,97.7,177.25,5.31,video_6,0.7,Neutral Standing,0.0,177.22,True,2.79,33.39
12.31,2.0,25.82,1357,yt_06_001357.jpg,25.82,166.15,152.43,True,115.05,166.2,10.32,video_6,0.7,Neutral Standing,0.0,161.55,True,1.49,11.94
9.59,2.0,41.98,1416,yt_06_001416.jpg,41.98,68.69,156.07,True,71.21,154.18,1.84,video_6,0.7,Neutral Standing,0.0,134.96,True,0.69,35.96
9.41,2.0,44.24,1475,yt_06_001475.jpg,44.24,79.46,154.23,True,73.39,133.46,13.3,video_6,0.7,Neutral Standing,0.0,133.33,True,0.41,34.68
9.17,2.0,35.13,1534,yt_06_001534.jpg,35.13,76.42,149.96,True,101.87,137.18,10.9,video_6,0.7,Neutral Standing,0.0,128.87,True,0.75,31.82
11.51,2.0,50.1,1947,yt_06_001947.jpg,50.1,139.06,142.3,True,177.4,79.23,8.35,video_6,0.7,Neutral Standing,0.0,121.42,True,2.79,19.52
15.11,2.0,13.51,2006,yt_06_002006.jpg,13.51,53.78,119.03,True,163.72,92.31,11.07,video_6,0.7,Neutral Standing,0.0,116.85,True,0.3,6.92
15.42,2.0,52.44,2537,yt_06_002537.jpg,52.44,161.12,140.12,True,96.44,137.93,3.31,video_6,0.7,Neutral Standing,0.0,143.79,True,0.54,78.53
15.79,2.0,47.15,2596,yt_06_002596.jpg,47.15,170.56,151.24,True,102.35,140.54,6.68,video_6,0.7,Neutral Standing,0.0,142.69,True,0.65,88.82
15.7,2.0,48.03,2655,yt_06_002655.jpg,48.03,137.84,151.97,True,95.81,141.79,2.85,video_6,0.7,Neutral Standing,0.0,144.83,True,0.53,84.12
15.96,2.0,53.85,2714,yt_06_002714.jpg,53.85,141.92,174.84,True,177.43,62.96,17.57,video_6,0.7,Neutral Standing,0.0,159.8,True,6.04,125.03
12.9,2.0,10.66,2832,yt_06_002832.jpg,10.66,172.83,87.52,True,74.46,95.91,9.16,video_6,0.7,Neutral Standing,0.0,18.35,True,24.4,31.39
11.84,2.0,32.75,2950,yt_06_002950.jpg,32.75,166.43,101.98,True,87.45,107.43,20.47,video_6,0.7,Neutral Standing,0.0,164.36,True,19.07,24.86
13.65,2.0,57.7,3009,yt_06_003009.jpg,57.7,177.23,114.81,True,14.13,112.7,26.49,video_6,0.7,Neutral Standing,0.0,26.09,True,21.11,16.07
9.62,2.0,26.7,3068,yt_06_003068.jpg,26.7,179.53,57.75,True,104.43,169.36,10.19,video_6,0.7,Neutral Standing,0.0,171.91,True,15.4,49.43
16.3,2.0,33.57,3245,yt_06_003245.jpg,33.57,54.58,105.33,True,70.98,102.65,0.68,video_6,0.7,Neutral Standing,0.0,111.12,True,20.91,69.37
10.34,2.0,1.8,3304,yt_06_003304.jpg,1.8,106.34,142.16,True,142.86,145.98,71.04,video_6,0.7,Neutral Standing,0.0,162.42,True,17.13,35.56
22.38,2.0,82.18,3363,yt_06_003363.jpg,82.18,165.02,63.5,True,81.14,4.02,147.78,video_6,0.7,Neutral Standing,0.0,46.65,True,32.59,33.14
10.37,2.0,6.73,3422,yt_06_003422.jpg,6.73,64.1,43.54,True,7.28,157.0,24.66,video_6,0.7,Neutral Standing,0.0,72.9,True,0.84,34.9
28.72,2.0,59.11,3540,yt_06_003540.jpg,59.11,115.65,74.99,True,139.78,53.87,85.65,video_6,0.7,Neutral Standing,0.0,85.57,True,26.6,201.89
9.11,2.0,4.08,3599,yt_06_003599.jpg,4.08,164.6,30.61,True,52.81,37.97,11.24,video_6,0.7,Neutral Standing,0.0,54.24,True,1.6,7.12
13.69,2.0,63.01,3717,yt_06_003717.jpg,63.01,134.13,91.89,True,17.28,90.14,7.61,video_6,0.7,Neutral Standing,0.0,54.06,True,18.43,15.2
12.37,2.0,66.61,3776,yt_06_003776.jpg,66.61,37.23,3.19,True,127.41,12.8,38.79,video_6,0.7,Neutral Standing,0.0,53.64,True,8.6,74.48
5.22,2.0,21.25,3835,yt_06_003835.jpg,21.25,157.46,34.54,True,99.0,37.97,7.54,video_6,0.7,Neutral Standing,0.0,95.1,True,3.49,24.25
9.48,2.0,61.44,4071,yt_06_004071.jpg,61.44,142.1,106.5,True,87.32,152.89,91.75,video_6,0.7,Neutral Standing,0.0,169.67,True,6.94,53.88
9.17,2.0,36.5,4130,yt_06_004130.jpg,36.5,176.42,98.34,True,111.2,112.14,57.17,video_6,0.7,Neutral Standing,0.0,162.14,True,9.14,21.4
8.6,2.0,37.41,4189,yt_06_004189.jpg,37.41,158.88,110.76,True,87.97,124.38,99.89,video_6,0.7,Neutral Standing,0.0,174.79,True,8.18,28.28
14.7,2.0,30.95,4248,yt_06_004248.jpg,30.95,167.44,155.11,True,162.23,160.14,23.85,video_6,0.7,Neutral Standing,0.0,172.81,True,0.89,66.01
13.86,2.0,49.92,4307,yt_06_004307.jpg,49.92,137.78,110.65,True,145.26,176.91,34.91,video_6,0.7,Neutral Standing,0.0,167.7,True,1.02,105.08
7.85,2.0,15.89,4366,yt_06_004366.jpg,15.89,169.65,156.58,True,152.71,140.95,28.87,video_6,0.7,Neutral Standing,0.0,155.92,True,3.8,16.94
16.5,2.0,79.18,4425,yt_06_004425.jpg,79.18,110.91,95.17,True,179.38,110.48,6.52,video_6,0.7,Neutral Standing,0.0,121.68,True,2.49,61.92
12.91,2.0,8.76,4543,yt_06_004543.jpg,8.76,174.25,115.75,True,98.7,128.27,28.23,video_6,0.7,Neutral Standing,0.0,159.58,True,2.92,18.83
13.21,2.0,10.48,4602,yt_06_004602.jpg,10.48,161.81,128.85,True,95.44,143.12,24.56,video_6,0.7,Neutral Standing,0.0,165.31,True,3.03,30.9
13.58,2.0,7.18,4661,yt_06_004661.jpg,7.18,144.01,121.78,True,94.78,140.34,26.65,video_6,0.7,Neutral Standing,0.0,162.17,True,3.53,33.2
20.17,2.0,108.13,5074,yt_06_005074.jpg,108.13,143.23,167.52,True,69.75,163.02,83.08,video_6,0.7,Neutral Standing,0.0,158.83,True,0.19,74.9
24.77,2.0,98.27,5133,yt_06_005133.jpg,98.27,71.54,167.27,True,81.5,178.35,27.33,video_6,0.7,Neutral Standing,0.0,165.02,True,1.46,92.87
12.7,2.0,46.46,5369,yt_06_005369.jpg,46.46,120.03,166.77,True,152.27,162.64,14.28,video_6,0.7,Neutral Standing,0.0,177.69,True,16.26,12.89
16.09,2.0,21.62,5428,yt_06_005428.jpg,21.62,94.14,133.21,True,136.26,95.54,0.42,video_6,0.7,Neutral Standing,0.0,106.59,True,0.18,37.26
6.24,2.0,15.16,236,yt_07_000236.jpg,15.16,166.83,135.96,True,158.59,116.44,1.07,video_7,0.7,Lifting / Picking,0.0,117.05,True,0.73,37.5
7.23,2.0,4.7,295,yt_07_000295.jpg,4.7,120.7,150.7,True,171.84,112.56,10.98,video_7,0.7,Lifting / Picking,0.0,128.23,True,0.5,38.49
7.38,2.0,32.21,354,yt_07_000354.jpg,32.21,161.57,158.98,True,133.5,97.83,0.77,video_7,0.7,Lifting / Picking,0.0,122.04,True,0.76,7.51
6.32,2.0,8.45,413,yt_07_000413.jpg,8.45,162.49,157.96,True,167.09,108.67,9.2,video_7,0.7,Lifting / Picking,0.0,124.5,True,0.46,28.41
6.75,2.0,9.16,472,yt_07_000472.jpg,9.16,161.56,149.76,True,158.2,126.46,16.44,video_7,0.7,Lifting / Picking,0.0,132.44,True,1.47,26.55
5.57,2.0,39.23,531,yt_07_000531.jpg,39.23,142.65,120.81,True,33.23,128.97,25.47,video_7,0.7,Lifting / Picking,0.0,103.56,True,3.48,35.55
4.52,2.0,7.2,590,yt_07_000590.jpg,7.2,110.78,137.4,True,177.69,117.54,15.71,video_7,0.7,Lifting / Picking,0.0,121.83,True,0.32,23.38
6.21,2.0,22.14,649,yt_07_000649.jpg,22.14,172.52,145.49,True,143.75,122.68,3.2,video_7,0.7,Lifting / Picking,0.0,115.01,True,1.85,38.44
6.59,2.0,8.26,708,yt_07_000708.jpg,8.26,167.87,146.24,True,161.88,109.64,9.97,video_7,0.7,Lifting / Picking,0.0,127.23,True,0.72,26.5
7.25,2.0,25.55,767,yt_07_000767.jpg,25.55,143.43,159.46,True,155.31,117.95,18.68,video_7,0.7,Lifting / Picking,0.0,132.7,True,1.48,15.22
5.81,2.0,27.59,826,yt_07_000826.jpg,27.59,166.2,149.22,True,142.35,130.08,17.13,video_7,0.7,Lifting / Picking,0.0,131.62,True,1.17,28.59
6.22,2.0,3.84,885,yt_07_000885.jpg,3.84,158.82,134.91,True,175.2,98.43,7.34,video_7,0.7,Lifting / Picking,0.0,118.74,True,0.32,21.28
5.82,2.0,18.77,944,yt_07_000944.jpg,18.77,156.16,145.43,True,175.14,119.67,13.58,video_7,0.7,Lifting / Picking,0.0,122.13,True,0.08,32.24
7.71,2.0,12.87,1003,yt_07_001003.jpg,12.87,175.7,137.38,True,171.09,115.65,14.6,video_7,0.7,Lifting / Picking,0.0,131.3,True,1.97,17.21
7.05,2.0,16.44,1062,yt_07_001062.jpg,16.44,178.91,158.55,True,156.91,109.57,19.28,video_7,0.7,Lifting / Picking,0.0,135.9,True,2.55,11.37
6.94,2.0,10.73,1121,yt_07_001121.jpg,10.73,170.63,158.81,True,175.57,85.3,4.09,video_7,0.7,Lifting / Picking,0.0,114.81,True,0.64,26.53
7.09,2.0,19.47,1180,yt_07_001180.jpg,19.47,175.65,127.22,True,164.96,104.37,14.4,video_7,0.7,Lifting / Picking,0.0,127.68,True,1.77,36.83
6.25,2.0,25.3,1239,yt_07_001239.jpg,25.3,163.23,161.42,True,165.68,101.04,3.42,video_7,0.7,Lifting / Picking,0.0,112.23,True,1.18,26.41
7.56,2.0,11.94,1298,yt_07_001298.jpg,11.94,173.27,150.8,True,175.49,94.51,12.49,video_7,0.7,Lifting / Picking,0.0,125.13,True,1.22,26.57
7.63,2.0,22.27,1357,yt_07_001357.jpg,22.27,162.1,148.34,True,164.36,105.1,17.58,video_7,0.7,Lifting / Picking,0.0,130.62,True,1.71,11.94
5.24,2.0,30.41,1416,yt_07_001416.jpg,30.41,169.79,164.89,True,66.04,94.06,0.41,video_7,0.7,Lifting / Picking,0.0,98.99,True,2.88,30.9
7.34,2.0,12.94,1475,yt_07_001475.jpg,12.94,161.38,136.38,True,177.63,94.61,10.75,video_7,0.7,Lifting / Picking,0.0,126.17,True,1.08,30.23
8.49,2.0,1.71,1534,yt_07_001534.jpg,1.71,166.67,159.51,True,177.38,113.36,12.16,video_7,0.7,Lifting / Picking,0.0,133.96,True,1.87,28.75
5.01,2.0,8.16,1593,yt_07_001593.jpg,8.16,171.3,122.27,True,173.17,106.86,8.62,video_7,0.7,Lifting / Picking,0.0,114.73,True,0.42,24.12
7.52,2.0,29.52,1652,yt_07_001652.jpg,29.52,176.3,132.33,True,159.94,111.76,21.96,video_7,0.7,Lifting / Picking,0.0,139.56,True,2.93,24.67
6.53,2.0,25.96,1711,yt_07_001711.jpg,25.96,175.51,162.04,True,157.16,67.97,8.62,video_7,0.7,Lifting / Picking,0.0,106.44,True,2.52,40.61
6.62,2.0,7.25,1770,yt_07_001770.jpg,7.25,176.01,142.95,True,172.29,98.14,11.97,video_7,0.7,Lifting / Picking,0.0,130.92,True,2.21,19.98
7.91,2.0,2.65,1829,yt_07_001829.jpg,2.65,178.88,145.21,True,179.24,108.89,16.11,video_7,0.7,Lifting / Picking,0.0,132.05,True,2.29,39.33
7.09,2.0,20.46,1888,yt_07_001888.jpg,20.46,179.2,134.85,True,154.25,88.06,9.25,video_7,0.7,Lifting / Picking,0.0,118.67,True,0.32,39.74
6.54,2.0,19.08,1947,yt_07_001947.jpg,19.08,176.62,111.87,True,160.05,100.54,8.92,video_7,0.7,Lifting / Picking,0.0,102.11,True,2.89,25.38
8.69,2.0,15.73,2006,yt_07_002006.jpg,15.73,173.26,140.75,True,172.15,88.06,17.99,video_7,0.7,Lifting / Picking,0.0,135.34,True,3.14,47.41
6.23,2.0,32.77,2065,yt_07_002065.jpg,32.77,174.38,141.32,True,127.87,60.78,31.9,video_7,0.7,Lifting / Picking,0.0,91.92,True,4.19,31.35
8.81,2.0,14.86,2124,yt_07_002124.jpg,14.86,162.8,145.47,True,172.59,110.11,7.04,video_7,0.7,Lifting / Picking,0.0,125.29,True,1.12,32.78
9.12,2.0,24.78,2183,yt_07_002183.jpg,24.78,174.67,145.45,True,162.82,112.57,22.56,video_7,0.7,Lifting / Picking,0.0,144.87,True,5.06,30.18
8.14,2.0,28.59,2242,yt_07_002242.jpg,28.59,177.11,146.16,True,131.3,108.08,0.82,video_7,0.7,Lifting / Picking,0.0,128.25,True,0.46,45.53
5.15,2.0,9.96,2301,yt_07_002301.jpg,9.96,155.29,129.77,True,172.64,99.24,3.04,video_7,0.7,Lifting / Picking,0.0,124.97,True,1.24,26.19
6.69,2.0,23.42,2360,yt_07_002360.jpg,23.42,165.95,109.32,True,161.32,104.78,14.73,video_7,0.7,Lifting / Picking,0.0,133.39,True,2.08,23.08
4.72,2.0,21.39,2419,yt_07_002419.jpg,21.39,85.37,108.24,True,137.0,87.82,0.97,video_7,0.7,Lifting / Picking,0.0,114.08,True,0.6,18.6
6.8,2.0,11.14,2478,yt_07_002478.jpg,11.14,176.15,140.26,True,173.32,107.07,16.55,video_7,0.7,Lifting / Picking,0.0,126.48,True,1.16,28.43
3.42,2.0,21.16,2537,yt_07_002537.jpg,21.16,139.67,125.39,True,175.17,99.7,10.2,video_7,0.7,Lifting / Picking,0.0,101.75,True,1.56,27.47
7.8,2.0,32.74,2596,yt_07_002596.jpg,32.74,147.38,119.61,True,177.33,124.3,10.6,video_7,0.7,Lifting / Picking,0.0,146.67,True,3.4,49.0
7.82,2.0,21.89,2655,yt_07_002655.jpg,21.89,167.76,153.95,True,163.04,120.53,16.5,video_7,0.7,Lifting / Picking,0.0,140.22,True,2.05,30.02
8.23,2.0,29.52,2950,yt_07_002950.jpg,29.52,144.07,146.55,True,153.39,141.41,24.68,video_7,0.7,Lifting / Picking,0.0,160.15,True,0.81,55.19
11.69,2.0,27.24,3068,yt_07_003068.jpg,27.24,33.72,129.68,True,92.84,179.33,7.08,video_7,0.7,Lifting / Picking,0.0,49.6,True,18.31,55.97
11.69,2.0,27.24,3127,yt_07_003127.jpg,27.24,33.72,129.68,True,92.84,179.33,7.08,video_7,0.7,Lifting / Picking,0.0,49.6,True,18.31,55.97
11.69,2.0,27.24,3186,yt_07_003186.jpg,27.24,33.72,129.68,True,92.84,179.33,7.08,video_7,0.7,Lifting / Picking,0.0,49.6,True,18.31,55.97
12.92,2.0,3.41,59,yt_08_000059.jpg,3.41,176.51,106.29,True,136.97,86.29,1.1,video_8,0.7,Lifting / Picking,0.0,98.04,True,0.32,10.85
11.85,2.0,45.99,118,yt_08_000118.jpg,45.99,155.77,95.87,True,163.38,112.33,2.66,video_8,0.7,Lifting / Picking,0.0,112.69,True,2.66,8.75
13.63,2.0,45.24,177,yt_08_000177.jpg,45.24,168.34,96.01,True,132.68,100.14,11.55,video_8,0.7,Lifting / Picking,0.0,119.22,True,1.41,16.12
18.69,2.0,69.16,236,yt_08_000236.jpg,69.16,160.09,137.72,True,131.19,138.58,81.18,video_8,0.7,Lifting / Picking,0.0,146.44,True,28.03,25.47
11.21,2.0,38.6,295,yt_08_000295.jpg,38.6,120.36,117.17,True,3.41,174.65,21.36,video_8,0.7,Lifting / Picking,0.0,145.67,True,20.22,51.3
12.91,2.0,33.71,413,yt_08_000413.jpg,33.71,170.4,79.16,True,41.15,93.97,1.4,video_8,0.7,Lifting / Picking,0.0,25.56,True,20.5,37.67
17.63,2.0,81.63,590,yt_08_000590.jpg,81.63,130.16,157.89,True,170.85,133.1,70.97,video_8,0.7,Lifting / Picking,0.0,158.89,True,17.76,41.68
10.72,2.0,32.82,649,yt_08_000649.jpg,32.82,164.81,87.17,True,101.64,109.65,0.46,video_8,0.7,Lifting / Picking,0.0,117.77,True,1.95,38.06
14.77,2.0,71.21,767,yt_08_000767.jpg,71.21,158.9,96.95,True,115.59,100.6,1.53,video_8,0.7,Lifting / Picking,0.0,160.57,True,17.61,43.05
14.15,2.0,34.18,885,yt_08_000885.jpg,34.18,150.4,60.85,True,31.21,123.31,60.03,video_8,0.7,Lifting / Picking,0.0,84.1,True,2.88,70.76
18.77,2.0,65.02,1003,yt_08_001003.jpg,65.02,172.62,120.63,True,169.71,84.3,74.69,video_8,0.7,Lifting / Picking,0.0,137.29,True,14.03,100.68
20.95,2.0,52.82,1062,yt_08_001062.jpg,52.82,165.09,142.47,True,177.68,86.18,98.24,video_8,0.7,Lifting / Picking,0.0,136.79,True,12.98,61.56
19.89,2.0,36.37,1121,yt_08_001121.jpg,36.37,87.42,22.88,True,70.0,23.71,115.24,video_8,0.7,Lifting / Picking,0.0,98.92,True,14.24,47.85
19.84,2.0,14.04,1239,yt_08_001239.jpg,14.04,68.94,123.03,True,7.85,167.47,56.41,video_8,0.7,Lifting / Picking,0.0,58.66,True,6.4,65.0
9.28,2.0,16.52,1475,yt_08_001475.jpg,16.52,97.95,151.0,True,6.04,166.43,22.27,video_8,0.7,Lifting / Picking,0.0,16.64,True,5.07,52.42
12.65,2.0,41.63,1593,yt_08_001593.jpg,41.63,165.74,103.93,True,118.88,100.56,13.76,video_8,0.7,Lifting / Picking,0.0,123.23,True,1.43,23.62
14.14,2.0,54.49,1652,yt_08_001652.jpg,54.49,170.22,91.49,True,145.11,98.63,3.69,video_8,0.7,Lifting / Picking,0.0,121.69,True,0.29,12.51
17.96,2.0,16.22,1711,yt_08_001711.jpg,16.22,177.72,89.25,True,74.65,91.32,5.08,video_8,0.7,Lifting / Picking,0.0,137.85,True,0.58,26.69
15.26,2.0,61.52,1770,yt_08_001770.jpg,61.52,170.69,141.99,True,102.77,89.06,12.83,video_8,0.7,Lifting / Picking,0.0,114.73,True,1.26,14.99
16.26,2.0,28.02,1829,yt_08_001829.jpg,28.02,171.01,90.24,True,43.63,158.33,3.68,video_8,0.7,Lifting / Picking,0.0,138.48,True,1.99,25.0
14.03,2.0,22.54,1888,yt_08_001888.jpg,22.54,176.55,85.53,True,83.91,113.11,20.85,video_8,0.7,Lifting / Picking,0.0,128.29,True,0.82,16.71
6.83,2.0,7.28,1947,yt_08_001947.jpg,7.28,167.62,2.02,True,8.37,101.43,3.43,video_8,0.7,Lifting / Picking,0.0,70.39,True,2.69,9.52
17.82,2.0,22.95,2006,yt_08_002006.jpg,22.95,167.83,100.85,True,77.05,113.41,10.41,video_8,0.7,Lifting / Picking,0.0,135.78,True,1.91,50.6
12.64,2.0,3.38,2065,yt_08_002065.jpg,3.38,173.66,94.42,True,68.82,116.24,8.03,video_8,0.7,Lifting / Picking,0.0,133.38,True,1.06,33.23
19.29,2.0,45.34,2242,yt_08_002242.jpg,45.34,173.08,90.98,True,163.73,88.92,24.16,video_8,0.7,Lifting / Picking,0.0,103.15,True,3.69,20.96
18.13,2.0,31.33,2301,yt_08_002301.jpg,31.33,170.45,87.56,True,80.55,124.02,7.35,video_8,0.7,Lifting / Picking,0.0,123.68,True,2.91,31.64
14.31,2.0,4.54,2360,yt_08_002360.jpg,4.54,176.59,74.26,True,51.2,113.42,8.74,video_8,0.7,Lifting / Picking,0.0,132.47,True,1.52,23.98
7.95,2.0,31.34,59,yt_09_000059.jpg,31.34,176.23,82.88,True,46.28,110.72,4.05,video_9,0.7,Lifting / Picking,0.0,119.85,True,1.74,18.09
3.73,2.0,19.29,177,yt_09_000177.jpg,19.29,155.42,119.24,True,77.73,98.44,35.38,video_9,0.7,Lifting / Picking,0.0,16.97,True,5.5,5.52
5.82,2.0,25.71,236,yt_09_000236.jpg,25.71,166.43,153.05,True,97.13,98.05,1.06,video_9,0.7,Lifting / Picking,0.0,118.31,True,0.84,40.99
5.66,2.0,7.54,295,yt_09_000295.jpg,7.54,172.37,146.89,True,167.37,89.34,4.4,video_9,0.7,Lifting / Picking,0.0,112.89,True,1.79,12.68
8.99,2.0,51.64,472,yt_09_000472.jpg,51.64,153.02,115.83,True,155.61,116.54,11.59,video_9,0.7,Lifting / Picking,0.0,164.42,True,7.69,45.56
1.8,2.0,37.39,531,yt_09_000531.jpg,37.39,136.08,127.62,True,31.01,141.17,19.72,video_9,0.7,Lifting / Picking,0.0,96.16,True,0.72,11.29
8.16,2.0,15.1,590,yt_09_000590.jpg,15.1,139.3,124.29,True,178.5,96.63,9.5,video_9,0.7,Lifting / Picking,0.0,125.75,True,0.34,43.98
9.28,2.0,30.77,649,yt_09_000649.jpg,30.77,132.99,151.55,True,162.93,86.25,10.05,video_9,0.7,Lifting / Picking,0.0,135.78,True,4.12,25.59
4.36,2.0,23.48,708,yt_09_000708.jpg,23.48,49.46,19.81,True,56.94,29.5,5.45,video_9,0.7,Lifting / Picking,0.0,1.14,True,5.35,3.79
9.44,2.0,32.41,767,yt_09_000767.jpg,32.41,174.27,117.46,True,159.72,109.9,1.83,video_9,0.7,Lifting / Picking,0.0,131.89,True,1.19,21.87
7.88,2.0,40.18,885,yt_09_000885.jpg,40.18,39.24,151.58,True,107.0,134.59,22.02,video_9,0.7,Lifting / Picking,0.0,108.67,True,5.65,53.27
7.67,2.0,38.78,944,yt_09_000944.jpg,38.78,58.95,152.06,True,109.52,136.38,16.11,video_9,0.7,Lifting / Picking,0.0,107.97,True,5.59,52.89
7.53,2.0,31.62,1003,yt_09_001003.jpg,31.62,27.95,152.71,True,129.78,135.69,16.28,video_9,0.7,Lifting / Picking,0.0,107.65,True,5.78,54.81
6.83,2.0,32.99,1062,yt_09_001062.jpg,32.99,170.68,132.07,True,135.08,147.06,10.83,video_9,0.7,Lifting / Picking,0.0,102.35,True,4.36,15.05
8.93,2.0,22.72,1121,yt_09_001121.jpg,22.72,144.94,123.95,True,136.24,76.33,21.0,video_9,0.7,Lifting / Picking,0.0,112.67,True,4.19,28.56
